Chrom,Location,SRR10901764.tmp,SRR10901775.tmp,SRR10901786.tmp,SRR10901806.tmp,SRR10901817.tmp,SRR10901829.tmp,SRR10901830.tmp,SRR10901831.tmp,SRR10901832.tmp,SRR10901833.tmp,SRR10901834.tmp,SRR10901835.tmp,SRR10901836.tmp,SRR10901837.tmp,SRR10901838.tmp,SRR10901839.tmp,SRR10901840.tmp,SRR10901842.tmp,SRR10901843.tmp,SRR10901845.tmp,SRR10901847.tmp,SRR10901848.tmp,SRR10901850.tmp,SRR10901851.tmp,SRR10901852.tmp,SRR10901853.tmp,SRR10901854.tmp,SRR10901855.tmp,SRR10901856.tmp,SRR10901857.tmp,SRR10901858.tmp,SRR10901859.tmp,SRR10901860.tmp,SRR10901861.tmp,SRR10901862.tmp,SRR10901863.tmp
chr16,6614510,3,8,4,0,0,0,1,1,5,3,6,4,0,2,3,4,1,1,3,2,3,0,4,2,1,1,3,6,2,3,0,2,1,6,4,2
chr16,6614529,4,6,6,3,0,1,0,0,5,6,7,4,0,2,9,4,1,1,3,1,6,0,3,8,5,6,1,2,4,6,0,7,4,13,13,6
chr16,31024052,4,6,5,3,0,1,0,0,5,6,7,4,0,2,9,4,1,1,3,1,6,0,3,8,5,6,1,2,4,6,0,7,4,13,13,6
chr16,31024053,2,2,8,4,0,0,0,0,10,4,9,8,0,6,4,4,4,3,5,1,7,0,5,4,7,9,2,13,4,5,0,6,8,11,3,4
chr16,31024054,3,3,6,3,0,0,0,0,9,4,6,7,0,7,3,6,2,2,5,1,6,0,6,3,6,7,2,13,2,4,0,5,5,10,1,5
chr16,31024075,4,3,7,3,0,0,0,0,7,4,6,7,0,7,4,6,3,1,4,2,5,0,6,3,5,5,2,11,2,4,0,5,5,11,1,5
chr16,31024089,4,2,6,3,0,0,0,0,7,4,5,7,0,7,4,8,3,1,4,2,5,0,6,3,4,5,3,11,2,4,0,5,6,11,1,5
chr16,31024157,2,3,4,0,0,0,0,0,18,10,5,10,0,3,3,2,4,1,5,2,8,0,3,4,2,3,4,12,1,3,0,5,6,1,10,7
chr16,31024160,2,3,3,0,0,0,0,0,17,9,5,8,0,3,3,1,4,1,4,1,8,0,2,4,2,2,4,12,1,3,0,4,6,1,10,7
chr16,31024161,3,2,3,0,0,0,0,0,20,11,4,9,0,3,3,0,4,1,3,1,8,0,4,3,1,1,4,11,1,4,0,4,6,1,8,8
chr16,31024162,4,6,6,4,0,1,1,0,6,6,7,3,0,2,10,3,3,1,2,1,8,0,3,8,5,7,1,2,4,7,0,8,4,12,18,8
chr16,31024163,4,6,5,3,0,1,0,0,5,6,7,4,0,2,9,4,1,1,2,1,6,0,3,7,5,6,1,2,4,6,0,7,4,12,13,6
chr16,6614127,2,6,5,2,0,1,2,0,5,3,8,0,0,0,10,2,3,1,4,1,7,0,9,5,2,7,2,5,1,10,0,5,8,8,15,7
chr16,6614128,5,9,7,7,0,2,8,0,18,9,14,4,0,4,13,13,9,2,6,2,10,0,4,3,4,8,5,9,2,6,0,13,9,7,7,8
chr16,6614523,3,2,3,0,0,0,0,0,20,11,4,9,0,3,4,0,4,1,3,1,8,0,4,3,1,1,4,11,1,4,0,4,6,1,8,8
chr16,6614153,6,4,8,3,0,0,6,0,8,7,5,10,0,0,6,8,2,4,4,3,11,0,6,8,3,10,2,2,6,7,0,6,6,10,4,8
chr16,6614154,6,4,8,3,0,0,6,0,9,7,5,10,0,0,6,8,2,4,4,3,11,0,6,8,3,10,2,2,6,7,0,6,6,10,4,9
chr16,6614501,3,4,5,2,0,0,2,1,3,15,2,0,0,2,6,9,2,4,1,3,5,0,5,0,1,3,5,17,1,2,0,2,4,3,1,4
chr16,31024185,3,4,6,2,0,0,1,1,3,15,2,0,0,2,6,8,2,6,0,3,5,0,6,0,0,3,6,16,1,3,0,2,3,3,1,3
chr16,27457899,51,32,48,40,0,3,35,9,54,68,61,34,0,29,59,64,35,32,36,46,64,0,52,44,28,58,25,62,19,43,3,43,50,53,48,42
chr16,6614489,3,4,6,2,0,0,1,1,3,12,3,0,0,2,7,8,2,4,0,6,6,0,9,0,0,4,8,14,1,1,0,3,4,3,1,2
chr16,6614535,1,2,5,2,0,1,1,0,1,11,7,4,0,0,8,9,0,3,0,1,4,0,1,2,0,5,0,4,1,2,0,4,1,0,0,5
chr16,31024169,2,3,6,2,0,0,3,1,6,12,8,4,0,1,13,10,0,4,1,3,5,0,1,1,2,6,1,5,1,3,0,4,3,0,0,3
chr16,6614512,1,2,6,1,0,0,1,1,1,10,7,3,0,0,12,12,0,2,0,5,4,0,2,0,0,5,0,3,1,2,0,6,2,0,0,2
chr16,6614130,3,2,6,2,0,0,2,1,0,10,5,4,0,0,11,11,0,2,0,3,5,0,2,2,0,6,1,2,1,2,0,6,3,1,1,4
chr16,6614533,2,2,6,2,0,0,2,1,0,10,5,3,0,0,11,11,0,2,0,3,5,0,2,2,0,6,1,2,1,2,0,6,3,1,1,4
chr16,6614518,2,2,6,2,0,0,2,1,0,10,6,3,0,0,11,11,0,2,0,3,5,0,2,2,0,6,1,2,1,1,0,6,3,2,1,5
chr16,31022505,4,7,4,4,0,0,1,1,1,8,5,3,0,4,10,5,4,6,2,9,11,0,2,1,1,5,5,11,3,0,0,7,5,2,1,5
chr16,31022511,8,9,10,7,0,0,1,4,10,12,18,3,0,3,13,14,12,6,3,10,27,0,13,5,4,16,4,18,9,6,0,11,12,6,7,9
chr16,31022514,4,2,5,3,0,3,0,1,1,9,5,1,0,0,6,7,2,1,0,2,3,0,5,1,1,7,3,7,2,1,0,2,4,2,0,3
chr17,19200847,4,3,5,4,0,2,1,1,3,9,6,3,0,0,9,5,3,2,0,2,4,0,6,2,2,8,2,6,3,1,0,2,4,2,1,3
chr17,19200931,4,2,3,4,0,2,0,1,1,9,9,1,0,2,11,5,2,2,0,1,5,0,5,2,1,7,2,6,4,1,0,3,4,1,4,4
chr17,19200932,3,2,5,3,0,2,1,1,1,8,7,2,0,0,11,7,1,1,0,1,3,0,2,2,1,7,1,4,2,2,0,4,2,0,0,2
chr17,19200937,3,2,7,1,0,0,1,1,2,10,6,3,0,0,10,13,0,2,0,3,3,0,2,2,0,4,1,2,1,2,0,6,3,1,1,3
chr17,19200961,27,17,30,12,0,2,16,2,30,23,25,11,0,13,36,29,15,18,17,12,35,0,20,11,16,30,14,38,8,18,0,24,24,31,25,15
chr17,19200962,2,5,5,2,0,0,1,0,4,15,2,0,0,2,8,7,1,3,1,7,6,0,9,0,0,10,8,13,2,3,0,2,4,3,2,2
chr17,19200968,6,2,5,2,0,2,0,1,0,8,4,0,0,0,3,4,1,1,0,3,3,0,5,0,1,7,2,7,2,0,0,2,5,1,0,3
chr17,19200930,3,2,4,4,0,2,2,1,2,9,6,1,0,0,9,6,4,1,1,2,7,0,6,2,3,7,2,7,3,1,0,3,4,0,1,4
chr17,19201064,3,2,5,3,0,2,1,1,1,8,7,2,0,0,11,7,1,1,0,1,3,0,1,2,1,7,1,4,1,2,0,4,2,0,0,2
chr17,19201089,6,1,4,3,0,1,2,1,8,8,12,3,0,6,4,14,2,2,5,1,6,0,9,5,0,10,3,17,2,9,0,14,12,8,7,5
chr17,19201090,5,2,6,3,0,0,2,1,7,7,10,4,0,6,3,14,2,2,5,1,7,0,9,6,0,7,1,17,2,7,0,11,10,8,8,7
chr17,19201093,5,3,6,3,0,0,2,0,7,7,10,4,0,6,3,14,2,2,5,1,8,0,8,6,0,7,1,19,2,6,0,10,11,8,6,8
chr17,19201101,6,3,4,3,0,0,1,1,6,6,10,4,0,7,2,13,2,2,6,1,9,0,9,6,0,7,1,18,2,7,0,11,11,9,7,9
chr17,19201103,6,3,6,3,0,0,2,0,7,8,10,4,0,6,3,13,2,2,5,1,9,0,8,6,0,7,1,19,2,8,0,10,11,9,6,9
chr17,19201083,5,4,4,1,0,0,4,2,3,2,4,8,0,2,3,10,3,0,7,2,7,0,1,4,1,0,4,2,3,12,0,5,5,4,4,6
chr17,19201092,5,5,4,1,0,0,4,2,5,2,5,8,0,2,3,10,3,1,7,2,8,0,1,4,1,0,4,2,3,14,0,5,5,5,3,6
chr17,19201091,17,15,21,24,0,1,15,9,26,29,27,17,0,15,23,34,9,13,19,9,21,0,19,20,12,25,23,28,11,19,1,29,34,35,30,33
chr17,15324347,19,15,21,23,0,1,17,9,26,28,28,16,0,16,22,34,9,11,19,9,20,0,17,20,11,24,24,28,11,18,1,28,36,33,30,33
chr17,15324348,21,16,27,22,0,1,17,9,30,26,23,15,0,16,24,44,11,16,17,8,22,0,15,20,8,24,23,27,13,15,2,30,42,31,30,29
chr17,15324357,23,17,25,22,0,0,18,10,27,24,23,15,0,15,23,41,9,14,17,6,17,0,15,18,10,22,22,25,9,14,2,31,42,30,28,24
chr17,15324358,23,19,29,21,0,0,20,13,30,27,29,17,0,14,23,43,8,14,18,9,20,0,16,23,12,27,24,29,14,20,4,32,48,30,38,28
chr17,15324359,45,31,48,23,0,1,23,7,51,44,49,25,3,12,34,40,14,22,36,25,43,0,36,40,20,40,20,54,27,42,1,24,37,42,41,43
chr17,15324370,43,28,46,24,0,1,23,7,49,41,49,25,3,12,34,41,14,23,36,25,43,0,35,37,20,38,19,52,26,39,2,26,35,42,40,40
chr17,1995165,39,26,39,20,0,2,22,8,43,41,39,21,2,12,32,39,14,19,30,22,44,0,33,32,21,33,18,51,24,35,2,29,29,37,38,36
chr17,2957788,42,27,40,23,0,2,23,9,47,44,41,22,2,11,32,40,15,21,30,23,44,0,35,33,23,35,19,54,27,34,2,30,33,37,40,37
chr17,2957776,42,27,40,23,0,2,23,9,47,45,42,22,2,11,32,40,15,21,30,24,45,0,36,34,23,35,19,54,27,33,2,30,33,38,40,37
chr17,15324351,42,27,40,23,0,2,23,9,48,45,41,22,2,10,32,40,15,20,30,24,45,0,36,33,23,34,19,52,26,33,2,29,33,38,40,36
chr17,19201085,27,20,26,23,0,1,19,7,37,38,32,20,1,11,21,44,12,18,24,19,36,0,36,19,18,26,15,41,23,24,2,33,32,27,38,21
chr17,21132336,20,15,27,22,0,1,15,9,28,25,22,14,0,16,23,43,10,16,17,8,22,0,15,20,9,24,22,27,13,15,2,30,42,31,30,29
chr19,986387,40,29,38,26,0,4,17,6,44,39,46,26,1,14,40,43,14,22,37,26,43,0,34,38,22,41,30,51,23,37,0,34,39,49,41,37
chr19,986411,21,10,28,21,0,1,22,7,41,33,39,24,2,17,26,35,12,14,26,14,30,0,33,23,13,34,14,32,7,14,0,30,31,51,40,20
chr19,986416,23,11,30,22,0,2,23,7,38,33,42,26,2,15,26,37,13,15,25,16,33,0,32,21,14,33,14,36,8,15,0,32,30,52,42,22
chr19,985962,24,11,30,22,0,2,23,7,38,34,42,26,2,16,26,38,13,15,25,16,35,0,32,21,14,34,14,36,9,16,0,32,30,52,43,24
chr19,985975,24,11,30,22,0,2,23,7,39,34,42,26,2,16,26,39,16,17,28,19,37,0,33,21,14,35,14,39,9,18,0,34,32,54,44,25
chr19,985986,25,13,31,24,0,2,23,7,40,34,43,26,2,18,27,41,16,19,31,23,38,0,38,25,15,35,15,44,9,21,0,38,31,57,47,32
chr19,985998,26,13,32,24,0,2,23,7,41,34,43,26,2,19,27,42,16,19,32,22,40,0,38,25,15,35,15,46,9,21,0,38,30,57,47,32
chr19,985987,21,10,28,21,0,1,22,7,40,33,39,24,2,17,25,34,12,14,25,15,29,0,33,22,13,34,14,32,7,14,0,30,31,51,41,19
chr19,985988,27,14,27,23,0,1,23,7,37,35,39,23,2,17,26,37,12,15,27,14,26,0,29,24,15,34,15,32,6,19,0,34,29,48,39,22
chr19,986415,26,12,27,23,0,1,22,7,36,35,38,23,2,15,26,37,12,15,26,14,26,0,29,24,15,33,15,30,6,18,0,32,28,47,38,22
chr19,986087,25,11,26,20,0,1,21,7,35,34,38,22,2,15,25,33,10,16,24,12,26,0,31,20,14,32,13,31,6,13,1,31,28,49,36,20
chr19,986088,27,11,27,20,0,1,22,7,35,34,38,22,2,15,26,33,12,16,25,13,27,0,32,21,14,32,13,32,6,14,1,32,29,50,36,21
chr19,986089,27,12,28,20,0,1,22,7,36,34,38,23,2,16,26,35,12,18,27,14,29,0,32,21,15,35,14,32,6,15,2,36,30,52,39,23
chr19,986383,32,13,29,21,0,1,23,7,37,34,39,24,2,18,28,36,12,20,30,15,31,0,34,22,16,35,16,32,7,16,2,41,29,54,44,29
chr19,986429,1,5,1,4,0,0,2,0,5,6,4,2,0,1,5,7,1,1,4,0,3,0,6,6,3,10,6,5,1,3,0,2,1,2,6,2
chr19,986426,1,4,1,4,0,0,2,0,5,7,4,2,0,1,4,4,0,1,3,0,3,0,6,5,5,10,6,5,1,3,0,2,1,2,7,2
chr19,985938,1,4,1,3,0,0,2,0,5,7,2,2,0,1,4,4,0,1,3,0,3,0,7,5,6,10,6,4,1,4,0,3,1,2,6,2
chr19,986279,15,14,24,22,0,1,16,7,27,27,36,17,1,12,21,25,12,8,18,13,25,0,26,19,12,22,10,23,7,13,2,27,17,35,38,20
chr19,986357,15,14,24,22,0,1,16,7,27,27,36,17,1,12,22,25,13,8,19,15,25,0,26,22,12,22,10,23,8,14,2,27,17,35,40,21
chr19,986410,14,17,23,20,0,1,17,7,24,27,32,17,1,12,24,22,9,8,19,18,26,0,26,20,12,24,9,27,8,11,0,25,21,37,39,27
chr19,986433,16,15,21,20,0,1,16,7,25,26,31,17,1,12,24,22,9,8,19,16,28,0,27,17,12,22,9,27,9,11,0,26,18,37,36,25
chr19,15094892,21,11,28,21,0,1,22,7,40,32,40,24,2,17,28,36,12,16,29,14,31,0,32,24,13,34,14,32,7,13,0,29,30,51,41,22
chr19,15094970,29,15,31,23,0,2,24,7,42,34,45,26,2,21,28,42,17,18,31,22,37,0,37,26,15,36,16,45,9,22,0,41,30,56,48,33
chr19,15095025,27,11,28,20,0,1,22,7,36,34,38,23,2,16,26,35,12,16,26,14,29,0,32,21,15,33,14,32,6,14,2,35,29,51,38,22
chr19,15095030,23,11,30,22,0,2,23,7,38,33,42,26,2,15,26,37,13,15,25,16,32,0,31,21,14,33,14,36,8,15,0,32,30,52,42,22
chr19,985952,1,4,1,3,0,0,2,0,5,7,2,2,0,1,4,4,0,1,3,0,3,0,7,5,6,9,6,4,1,4,0,3,1,2,6,2
chr19,985961,1,4,1,4,0,0,2,0,6,7,6,2,0,1,5,7,1,1,4,0,2,0,6,5,3,11,6,5,1,3,0,2,1,1,6,3
chr19,986399,20,4,7,18,0,1,4,0,8,9,12,3,1,2,3,11,8,2,7,3,8,0,3,15,2,8,5,10,3,36,0,5,12,8,8,4
chr19,986427,22,4,7,24,0,1,4,0,7,8,11,3,1,1,3,11,9,2,9,3,12,0,3,14,3,7,5,7,3,34,0,3,12,7,10,4
chr19,15095045,6,6,7,4,0,0,10,2,7,5,7,2,0,7,9,11,4,5,12,4,13,0,6,7,6,12,4,7,9,7,0,4,7,5,8,13
chr19,986400,6,11,17,15,0,0,12,0,22,9,21,8,0,8,16,34,6,8,19,4,26,0,18,19,9,19,8,17,11,13,0,12,20,9,15,18
chr19,1076909,6,12,20,13,0,0,12,1,26,10,23,8,0,9,19,39,6,9,19,5,28,0,21,23,7,20,8,16,11,13,0,13,22,7,18,20
chr19,1076913,6,10,18,14,0,0,11,2,27,9,23,8,0,8,18,39,5,6,18,5,28,0,21,20,5,21,8,18,10,11,0,15,22,9,21,21
chr19,15094955,6,11,18,16,0,0,12,2,28,8,21,8,0,9,18,40,5,6,18,4,29,0,21,21,4,21,8,19,10,10,0,16,23,11,22,23
chr19,15095014,6,7,12,7,0,0,11,2,13,6,12,3,0,7,13,22,6,5,14,6,19,0,9,10,9,16,6,11,10,11,0,8,13,6,11,14
chr19,986090,20,6,15,8,0,0,11,4,18,16,22,10,2,5,14,31,11,13,17,14,21,0,18,13,5,23,6,18,9,25,0,14,20,23,23,8
chr19,986093,20,6,15,8,0,0,11,5,20,17,22,10,2,5,14,31,11,13,18,14,21,0,18,14,5,24,6,18,10,26,0,15,20,25,23,8
chr19,986096,18,12,20,10,0,0,10,5,24,14,23,10,2,6,17,31,9,13,13,16,21,0,14,18,11,34,6,15,13,18,0,11,20,33,25,4
chr19,986418,18,12,21,9,0,0,11,5,24,14,23,10,2,6,17,32,9,13,13,16,21,0,14,18,11,34,6,15,13,18,0,11,20,33,25,4
chr19,986464,19,12,23,11,0,0,11,4,26,15,24,10,2,7,18,30,9,14,13,16,22,0,13,19,12,36,8,17,13,20,0,13,19,33,25,6
chr19,986226,11,5,25,14,0,1,5,3,25,6,13,12,2,4,14,31,9,14,16,12,24,0,15,21,5,24,13,24,15,19,0,21,17,23,20,19
chr2,18449742,11,5,24,13,0,1,4,3,24,6,13,12,2,4,13,30,9,13,15,12,25,0,14,22,5,23,13,24,15,19,0,20,16,23,19,19
chr2,18449743,9,4,22,11,0,0,4,3,19,4,13,12,2,4,12,24,8,11,14,10,24,0,12,19,4,21,11,21,11,16,0,19,13,18,17,20
chr2,18449744,14,10,12,4,0,1,4,2,6,10,6,3,0,4,9,9,2,1,3,3,7,0,11,9,1,10,6,14,4,13,0,18,13,10,14,13
chr2,18449749,15,9,14,4,0,1,2,1,6,11,4,4,0,5,8,12,2,1,2,2,6,0,11,11,3,11,6,18,2,12,0,21,13,12,17,10
chr2,18449750,15,10,17,5,0,1,2,1,7,8,2,4,0,6,4,12,3,1,1,3,5,0,10,9,3,13,9,20,4,11,0,22,11,13,16,10
chr2,18449751,8,5,12,9,0,0,0,0,5,0,0,1,0,1,0,2,0,0,0,8,0,0,11,0,1,7,4,13,5,3,2,8,2,2,9,9
chr2,18449760,9,4,14,11,0,0,0,0,5,0,0,1,0,1,0,2,0,0,0,6,0,0,12,0,2,9,5,16,5,4,2,9,2,3,10,9
chr2,18449802,32,21,30,16,0,3,18,2,30,23,31,13,6,8,24,42,9,16,32,25,42,0,37,27,6,32,10,39,14,25,0,27,36,33,40,31
chr2,18449810,31,22,34,19,0,1,16,1,25,13,20,11,2,10,26,31,11,18,31,20,34,0,40,27,6,33,17,39,14,30,1,28,31,28,41,33
chr2,18449814,31,22,34,20,0,1,15,2,27,14,20,11,2,10,25,32,12,20,33,19,35,0,40,28,6,33,18,40,15,30,1,25,31,29,42,35
chr2,18449815,36,22,35,17,0,1,14,4,27,13,23,11,1,8,22,36,13,19,30,21,35,0,36,29,9,30,17,37,13,31,2,29,33,32,33,38
chr2,18449746,35,21,34,17,0,1,11,4,29,14,20,11,0,9,22,39,11,18,26,21,31,0,34,32,9,29,18,39,13,28,2,30,34,32,31,35
chr2,18449791,15,11,14,4,0,1,2,1,6,11,4,4,0,5,7,12,3,1,2,3,6,0,11,11,3,12,7,17,4,12,0,22,13,14,15,11
chr2,18449799,17,11,15,4,0,1,2,1,8,9,3,4,0,5,4,12,3,1,2,3,5,0,11,10,3,12,7,19,4,12,0,21,13,14,16,10
chr2,18449822,15,9,18,5,0,1,2,2,7,7,2,4,0,6,4,10,3,1,1,3,4,0,10,8,3,15,9,21,4,11,0,21,11,13,15,9
chr2,18449943,13,8,18,2,0,1,2,2,7,3,1,4,0,7,2,9,3,1,0,4,4,0,10,8,3,15,8,22,4,12,0,19,8,11,13,8
chr2,18449957,2,2,9,3,0,0,1,1,9,0,0,5,0,1,0,0,1,0,7,0,0,0,4,5,3,16,4,11,4,2,2,6,4,10,16,10
chr2,18449740,23,15,25,16,0,0,10,5,17,14,21,6,0,7,9,28,6,7,18,16,30,0,17,25,11,19,11,27,14,23,0,18,25,22,28,25
chr2,18449741,2,2,12,6,0,0,1,1,8,0,0,5,0,1,0,1,1,0,7,0,0,0,4,6,3,17,5,12,4,3,2,6,5,10,19,12
chr2,18449996,2,3,7,8,0,0,0,3,5,0,0,8,0,1,0,1,1,0,8,0,0,0,2,4,5,16,10,12,4,4,2,8,2,13,28,10
chr20,23551643,0,0,2,2,0,0,4,0,2,3,5,1,1,3,3,2,0,1,1,0,1,0,1,3,0,7,5,3,0,1,0,2,3,3,2,5
chr20,23551654,8,4,21,12,0,0,4,3,19,4,12,13,1,3,12,23,8,10,13,10,22,0,11,18,5,20,11,20,12,14,0,16,13,17,16,18
chr20,23551657,9,7,13,2,0,0,0,3,5,1,0,2,0,8,1,5,3,0,0,4,2,0,5,3,3,12,9,18,3,8,0,13,4,9,14,2
chr20,23551698,7,6,9,2,0,0,0,3,6,1,0,2,0,6,1,3,3,0,0,3,1,0,5,2,4,12,8,15,3,4,0,9,2,9,10,1
chr20,10240033,5,7,5,0,0,0,0,4,6,0,0,1,0,5,0,1,2,0,0,2,0,0,4,0,3,10,5,9,1,3,0,5,2,3,9,3
chr20,10240034,8,4,13,10,0,0,0,0,5,0,0,1,0,1,0,2,0,0,0,8,0,0,11,0,1,7,4,13,5,3,2,8,2,2,9,9
chr21,279436,2,2,5,5,0,1,2,0,4,3,8,4,0,3,1,8,2,1,6,3,7,0,4,6,5,13,2,3,3,3,0,3,3,3,6,4
chr21,279449,2,2,5,5,0,1,3,0,4,3,8,4,0,3,1,8,2,1,6,3,7,0,4,6,5,13,2,3,3,3,0,3,3,3,6,4
chr21,279450,8,7,11,7,0,0,0,0,5,0,0,1,0,1,0,2,0,0,0,9,0,0,10,0,1,6,3,12,4,3,2,8,2,2,10,8
chr21,279452,30,23,34,20,0,1,15,2,27,16,19,11,2,10,25,31,13,18,32,19,36,0,38,28,6,32,19,40,15,30,1,26,31,29,41,34
chr21,279459,10,4,23,11,0,0,0,0,3,1,0,1,0,0,0,4,3,0,2,13,2,0,15,3,4,12,7,17,9,7,2,13,3,8,15,12
chr21,279477,23,16,31,17,0,4,9,5,19,12,18,12,0,10,21,34,12,10,18,21,23,0,23,19,7,31,10,26,15,17,0,30,21,19,26,20
chr21,279535,30,20,23,13,0,2,13,0,24,10,19,16,0,7,15,33,8,7,14,17,30,0,18,16,8,25,10,21,12,21,0,28,20,21,28,17
chr21,279591,6,3,20,9,0,0,3,1,14,4,10,10,1,2,10,15,5,6,7,9,17,0,10,13,4,21,7,20,9,13,0,11,12,8,11,15
chr21,279596,23,23,27,16,0,0,7,7,28,13,31,14,0,7,21,40,8,13,27,20,22,0,31,27,8,27,11,29,13,28,3,26,31,30,34,33
chr21,279600,9,4,22,11,0,0,4,3,20,4,13,10,2,4,12,24,8,10,14,10,23,0,12,19,4,21,11,20,11,15,0,19,13,19,16,20
chr21,279678,8,4,13,10,0,0,0,0,5,0,0,1,0,1,0,2,0,0,0,8,0,0,11,0,1,8,4,13,5,3,2,8,2,2,9,9
chr21,279689,32,20,25,14,0,2,13,0,28,10,19,17,0,7,21,30,8,8,12,18,32,0,22,16,10,26,10,24,13,20,0,32,19,23,34,18
chr21,279698,2,3,11,8,0,1,2,1,8,9,9,4,0,0,8,11,0,3,6,3,2,0,17,5,6,10,2,7,2,7,0,8,2,13,10,8
chr21,6621254,5,3,1,4,0,1,1,0,3,2,5,5,0,1,5,1,2,1,1,1,3,0,5,6,8,13,2,5,1,5,0,13,7,11,10,8
chr21,6621259,15,19,17,18,0,3,13,9,39,25,20,13,0,12,24,27,13,15,15,3,25,0,17,14,16,35,12,23,7,18,1,29,33,34,20,14
chr21,6621266,16,16,12,17,0,3,9,8,33,25,20,12,0,12,19,19,13,19,12,3,22,0,13,17,19,35,12,24,10,21,1,27,29,31,21,14
chr21,279527,18,18,13,18,0,3,12,8,35,24,21,12,0,12,19,22,14,19,13,4,22,0,14,16,20,38,13,28,11,23,1,28,29,33,23,14
chr21,9415553,18,20,13,19,0,3,12,7,35,25,18,11,0,12,18,21,15,20,15,6,22,0,15,16,21,36,13,30,12,22,1,28,32,34,25,15
chr21,9415570,2,5,8,8,0,1,1,1,9,8,11,5,0,0,7,12,0,4,7,1,2,0,14,3,7,13,3,9,4,5,0,6,2,11,8,6
chr21,9415645,16,12,15,16,0,3,11,3,19,15,21,14,1,13,8,32,9,14,19,13,25,0,12,8,11,17,10,16,13,18,0,18,27,27,17,15
chr21,9415662,17,13,15,17,0,3,11,3,20,16,22,15,1,14,8,33,10,15,20,14,26,0,13,9,11,18,11,17,14,19,0,19,27,27,18,16
chr21,9415663,17,13,15,17,0,3,11,3,20,16,22,15,1,14,8,33,10,15,20,14,26,0,13,9,11,18,11,17,14,19,0,19,28,27,18,16
chr21,9415658,6,2,7,4,0,0,3,0,13,7,5,4,0,1,10,18,4,5,9,5,6,0,6,9,7,9,2,6,4,12,1,3,5,8,9,12
chr21,279582,5,2,5,5,0,0,3,0,14,5,6,4,0,1,7,20,3,5,7,6,5,0,6,9,6,12,1,4,4,8,1,4,5,8,11,11
chr21,279590,4,2,5,5,0,0,3,0,13,5,6,4,0,1,7,20,3,5,7,6,5,0,6,9,6,12,1,4,4,8,1,4,6,8,10,10
chr21,279595,2,2,4,5,0,0,3,0,13,6,6,4,0,1,6,18,3,5,7,5,5,0,5,8,7,11,1,2,4,8,1,5,6,9,10,8
chr21,279611,16,12,14,16,0,3,11,3,18,14,21,14,1,13,8,32,9,14,18,12,25,0,12,7,11,17,10,15,12,17,0,18,27,26,17,15
chr21,279671,34,28,37,36,0,4,26,12,41,38,47,28,2,25,28,60,21,35,32,30,53,0,38,30,26,42,32,40,33,43,1,36,55,45,40,30
chr21,279686,18,13,17,20,0,3,12,3,25,21,25,18,1,13,13,36,13,17,21,16,30,0,17,13,13,22,11,20,17,25,0,23,28,29,24,18
chr21,6621252,4,5,4,26,0,4,25,0,8,4,31,7,1,24,6,46,10,9,7,19,43,0,31,3,25,9,3,12,22,17,0,41,37,7,3,41
chr21,6621253,3,1,2,0,0,0,2,0,1,3,3,0,0,1,4,3,1,2,1,0,1,0,2,0,1,3,2,3,0,3,0,0,4,1,2,5
chr21,6621277,3,1,3,0,0,0,2,0,1,4,2,0,0,1,3,4,1,2,1,1,1,0,2,0,1,3,2,4,0,2,0,0,4,1,2,5
chr21,6621828,3,3,3,0,0,0,2,0,1,4,2,0,0,1,3,4,1,2,1,1,1,0,2,1,1,3,2,4,0,2,0,0,4,1,2,4
chr21,6621838,3,3,3,0,0,0,2,0,1,4,2,0,0,1,3,4,1,2,1,1,2,0,2,1,1,3,2,4,0,2,0,0,4,1,2,4
chr21,6621868,4,3,4,0,0,0,3,0,1,4,1,0,0,1,4,3,1,2,2,1,2,0,2,1,1,3,2,4,0,2,0,0,4,1,2,5
chr21,6621879,0,6,11,10,0,1,6,0,10,3,12,5,0,3,6,7,2,4,6,4,6,0,10,2,2,14,5,8,6,17,0,14,6,12,13,7
chr21,6621894,0,6,11,9,0,1,5,0,10,3,11,5,0,3,7,9,4,5,5,5,11,0,8,2,2,14,4,9,6,16,0,12,8,12,13,9
chr21,6621905,5,11,10,12,0,1,9,3,13,5,9,4,0,9,11,13,3,4,5,10,10,0,11,1,0,21,7,12,9,14,0,15,14,11,16,8
chr21,9415659,3,9,12,12,0,0,7,3,13,3,12,6,0,6,7,11,1,5,7,9,6,0,14,2,0,13,4,7,7,10,0,20,8,10,16,11
chr21,9415665,4,9,12,12,0,0,6,3,13,4,12,9,0,6,8,10,1,5,8,9,6,0,13,2,1,12,4,6,7,9,0,20,7,11,15,11
chr21,279463,0,6,12,10,0,1,6,0,10,3,13,5,0,3,6,7,2,4,6,4,8,0,10,2,2,15,5,8,7,17,0,14,7,11,13,7
chr21,279584,4,9,9,11,0,0,7,3,13,5,10,6,0,9,10,12,1,4,6,7,5,0,13,2,0,16,6,9,7,9,0,16,8,9,15,11
chr21,279588,4,9,11,12,0,0,6,3,13,4,12,9,0,6,8,9,1,5,8,9,6,0,13,2,1,12,4,6,7,9,0,20,7,11,15,11
chr21,279681,19,9,20,19,0,1,10,6,24,16,21,4,0,12,22,24,8,12,22,7,24,0,18,18,12,29,10,28,10,18,1,18,24,22,19,22
