Chrom,Location,SRR10901765.tmp,SRR10901766.tmp,SRR10901767.tmp,SRR10901768.tmp,SRR10901769.tmp,SRR10901770.tmp,SRR10901771.tmp,SRR10901772.tmp,SRR10901773.tmp,SRR10901774.tmp,SRR10901776.tmp,SRR10901777.tmp,SRR10901778.tmp,SRR10901779.tmp,SRR10901780.tmp,SRR10901781.tmp,SRR10901782.tmp,SRR10901783.tmp,SRR10901784.tmp,SRR10901785.tmp,SRR10901787.tmp,SRR10901788.tmp,SRR10901789.tmp,SRR10901790.tmp,SRR10901791.tmp,SRR10901792.tmp,SRR10901793.tmp,SRR10901794.tmp,SRR10901795.tmp,SRR10901796.tmp,SRR10901797.tmp,SRR10901798.tmp,SRR10901799.tmp,SRR10901800.tmp,SRR10901801.tmp,SRR10901802.tmp,SRR10901803.tmp,SRR10901804.tmp,SRR10901805.tmp,SRR10901807.tmp,SRR10901808.tmp,SRR10901809.tmp,SRR10901810.tmp,SRR10901811.tmp,SRR10901812.tmp,SRR10901813.tmp,SRR10901814.tmp,SRR10901815.tmp,SRR10901816.tmp,SRR10901818.tmp,SRR10901819.tmp,SRR10901820.tmp,SRR10901822.tmp,SRR10901823.tmp,SRR10901824.tmp,SRR10901825.tmp,SRR10901826.tmp,SRR10901827.tmp,SRR10901828.tmp
chr2,18449750,21,2,2,11,12,4,15,22,16,7,13,7,8,6,9,9,9,7,6,19,7,9,7,16,35,2,10,5,3,7,5,7,8,2,0,8,10,8,10,7,13,7,1,0,14,9,18,21,18,7,6,6,0,6,13,8,8,2,3
chr2,18449751,15,1,7,6,9,1,27,20,7,10,9,12,5,0,12,5,9,6,1,11,9,10,14,20,30,3,9,4,3,4,6,3,8,1,1,16,4,4,12,6,10,13,1,0,13,3,15,25,19,4,8,6,0,6,8,6,7,3,1
chr2,18449760,16,1,7,9,12,2,34,25,7,19,9,17,11,0,14,6,11,7,1,17,12,13,17,22,38,4,12,5,4,5,8,4,14,1,1,22,11,6,18,8,11,14,1,1,22,4,19,29,24,6,8,7,0,12,8,9,12,3,4
chr2,18449802,57,1,35,36,50,45,61,60,51,36,39,48,30,61,33,35,41,49,37,43,44,19,31,63,101,17,50,42,27,42,31,34,52,0,2,39,34,24,47,29,35,37,1,0,44,32,71,49,50,45,17,26,0,33,29,28,38,14,19
chr2,18449810,57,1,42,42,43,31,57,56,37,33,34,37,35,55,28,39,40,38,35,43,36,21,34,52,91,18,42,37,23,41,28,26,46,0,1,35,26,22,37,23,34,38,1,0,46,36,58,45,44,33,15,23,0,26,24,18,30,14,17
chr2,18449814,58,1,41,41,45,28,57,56,37,37,37,36,35,59,29,41,43,40,37,44,37,21,36,54,91,20,42,38,25,38,29,24,45,0,1,37,25,21,37,24,35,38,0,0,48,36,58,44,44,35,16,25,0,28,25,20,32,13,17
chr2,18449815,62,2,38,45,46,23,59,59,37,37,36,41,37,57,34,39,43,38,37,47,32,22,36,55,95,23,40,41,26,41,28,25,46,0,1,38,27,19,35,28,35,37,0,0,53,43,55,43,45,36,14,27,0,25,23,17,30,14,18
chr2,18449746,56,2,33,43,39,18,56,57,35,34,34,37,35,51,31,37,38,34,34,43,32,17,34,49,91,20,38,37,22,38,23,24,44,0,2,36,25,18,31,26,33,32,0,0,50,40,53,39,42,30,12,20,0,22,20,12,25,11,15
chr2,18449791,20,2,3,12,13,4,15,24,15,8,14,9,8,8,11,9,10,7,9,20,8,10,9,16,41,4,11,6,3,11,5,6,7,2,0,7,9,7,11,8,13,8,1,0,17,9,18,21,19,7,6,5,0,8,11,9,10,2,3
chr2,18449799,20,2,3,11,13,4,15,24,15,7,13,8,8,8,9,10,9,7,8,19,7,9,8,16,38,3,10,5,3,10,4,7,7,2,0,7,9,8,10,7,13,8,1,0,15,9,19,21,19,8,6,5,0,7,12,9,9,2,3
chr2,18449822,20,1,2,11,11,4,15,23,14,7,12,7,8,6,9,8,9,7,5,19,7,9,6,16,33,2,10,5,3,7,5,7,8,2,0,8,10,8,9,7,11,6,1,0,15,9,18,19,18,7,6,5,0,6,12,7,8,2,3
chr2,18449943,19,1,1,9,10,3,14,22,13,8,9,6,8,3,9,6,8,6,4,17,6,8,6,15,27,3,10,5,2,6,4,7,7,2,1,7,10,9,9,6,10,7,0,0,13,7,16,18,17,7,7,4,0,4,9,6,5,2,3
chr2,18449957,1,0,1,0,0,2,2,1,1,0,8,0,1,2,2,1,3,3,2,2,1,0,1,3,9,0,1,1,0,2,1,1,0,0,1,0,1,1,1,2,1,2,0,0,1,1,2,0,2,0,0,1,0,0,0,3,4,0,2
chr2,18449740,30,2,11,20,10,15,37,28,17,12,15,26,16,29,14,10,16,19,17,31,16,8,18,38,69,11,23,18,15,16,15,16,19,0,1,21,7,13,22,8,13,17,0,0,33,19,35,28,25,10,11,10,0,13,13,11,18,11,10
chr2,18449741,1,0,1,0,0,2,2,1,1,0,8,0,1,2,2,1,3,3,2,2,1,0,1,3,9,0,1,1,0,2,1,1,0,0,1,0,1,1,1,2,1,2,0,0,1,1,2,0,2,0,0,1,0,0,0,3,4,0,2
chr2,18449996,1,0,1,0,0,2,3,1,1,2,10,1,0,3,2,1,3,3,3,2,1,0,1,3,9,0,1,1,0,2,1,1,0,0,1,0,1,1,3,2,1,2,0,0,3,1,4,0,2,0,0,1,0,2,0,3,5,0,2
chr20,23551643,16,0,7,2,2,1,6,10,5,5,13,3,3,3,5,4,8,7,7,9,7,5,8,10,28,4,13,11,5,2,7,12,8,0,1,4,10,2,5,4,5,3,0,0,4,8,13,6,17,8,10,8,0,7,7,2,6,3,7
chr20,23551654,25,2,4,19,10,11,25,27,10,5,21,12,12,16,9,20,15,16,17,11,13,13,6,21,47,8,15,13,6,13,9,10,26,0,0,15,9,10,15,9,10,11,1,1,16,5,24,20,20,12,9,5,0,10,8,11,12,4,6
chr20,23551657,16,0,1,7,9,1,13,19,11,6,7,7,6,3,7,3,3,5,0,12,4,7,5,13,19,1,7,2,2,4,2,7,7,2,1,7,4,7,6,4,7,7,0,0,11,4,11,15,13,8,6,3,0,2,8,3,4,1,1
chr20,23551698,14,0,1,4,10,1,9,16,9,6,6,5,5,1,7,4,2,5,0,12,3,8,5,11,17,1,6,2,2,3,5,5,7,2,1,6,3,7,8,2,6,8,0,0,11,4,9,14,14,8,5,3,0,2,8,2,4,1,1
chr20,10240033,5,0,1,1,1,1,6,2,0,1,3,1,1,0,1,2,1,1,0,2,2,6,2,2,7,0,3,1,1,2,1,0,2,1,0,3,0,0,3,0,3,4,0,0,4,1,4,7,10,2,4,1,0,0,4,2,2,0,0
chr20,10240034,15,1,7,6,9,1,27,21,7,12,9,12,6,0,12,5,9,6,1,12,9,10,15,20,31,3,9,4,3,4,6,3,8,1,1,16,5,4,12,6,10,13,1,0,14,3,15,25,19,4,8,6,0,6,8,6,8,3,2
chr21,279436,12,0,5,3,6,4,12,15,6,8,5,4,4,5,7,2,3,10,4,11,8,5,4,4,36,5,15,1,7,9,8,6,4,0,0,4,6,7,7,5,9,5,0,0,20,8,17,11,6,4,8,9,0,8,3,3,9,3,3
chr21,279449,12,0,5,3,6,4,12,15,6,8,5,4,4,5,7,2,3,10,4,11,8,5,4,4,36,5,15,1,7,9,8,6,4,0,0,4,6,7,7,5,9,4,0,0,20,8,17,11,6,5,8,9,0,8,3,3,9,3,3
chr21,279450,13,1,6,4,8,1,23,17,5,8,7,9,4,0,9,4,6,5,1,8,7,10,8,15,25,2,7,3,1,3,4,2,6,1,0,13,4,3,10,4,8,10,0,0,11,3,14,21,15,4,8,4,0,5,5,4,5,2,1
chr21,279452,56,1,40,41,44,27,59,56,37,37,36,37,35,57,28,40,42,40,37,43,37,22,34,53,88,20,40,37,27,37,29,23,44,0,1,37,24,20,35,24,36,35,0,0,47,35,55,42,44,35,16,25,0,28,25,19,32,13,17
chr21,279459,22,1,11,18,19,3,44,34,8,25,11,22,16,3,16,10,13,12,4,22,17,15,23,27,54,6,18,8,8,7,13,9,17,1,1,27,17,15,26,12,19,24,1,1,28,7,24,40,32,8,12,13,0,20,10,15,17,5,4
chr21,279477,47,0,25,27,30,28,50,59,36,23,26,26,17,44,25,32,31,26,33,28,32,15,22,43,99,12,37,33,26,26,24,22,36,2,0,30,32,32,40,30,19,27,0,1,32,25,51,56,38,24,14,22,0,25,15,17,24,6,22
chr21,279535,59,0,24,34,23,33,52,53,44,23,25,30,13,51,23,31,30,27,39,27,27,15,21,43,99,11,34,31,25,34,23,25,40,2,0,33,30,26,36,32,20,25,0,1,37,24,62,51,39,25,12,22,0,20,23,17,23,6,21
chr21,279591,19,1,2,17,9,10,24,23,8,4,19,13,11,13,11,12,15,12,13,10,10,11,6,16,40,5,12,13,7,10,9,7,22,0,0,13,10,8,10,7,9,8,1,0,14,4,19,15,19,11,8,4,0,7,8,8,11,3,4
chr21,279596,42,2,23,37,30,22,51,56,30,25,35,42,23,46,25,40,30,30,44,34,34,19,40,50,83,25,47,28,22,38,16,20,44,0,3,29,25,22,30,28,24,32,0,0,42,30,56,35,33,27,8,23,0,20,24,9,26,8,16
chr21,279600,24,3,4,18,9,10,26,25,13,6,24,12,12,17,9,22,14,16,19,11,13,13,7,19,48,8,16,11,7,14,9,9,23,0,0,16,9,11,15,7,12,9,0,1,16,6,23,19,20,12,8,5,0,10,9,11,14,3,7
chr21,279678,15,1,7,6,10,2,27,21,7,12,9,12,6,0,12,5,9,6,1,13,9,10,15,20,32,2,9,4,3,4,7,3,9,1,1,16,5,4,12,6,10,13,1,0,14,3,16,25,19,5,8,6,0,7,8,6,9,3,2
chr21,279689,66,0,30,38,25,37,55,60,49,24,33,33,17,56,29,32,30,32,40,25,29,14,24,45,102,14,35,32,23,35,29,30,49,3,0,33,35,26,42,33,23,26,0,1,44,30,65,57,43,30,12,24,0,26,26,18,22,8,21
chr21,279698,9,0,4,3,3,2,17,6,4,5,3,8,6,4,6,6,4,2,7,6,5,8,6,8,21,2,14,5,0,9,3,5,11,0,1,7,3,7,5,4,5,5,0,0,16,7,11,21,14,4,2,8,0,6,4,1,4,2,3
chr21,6621254,7,0,2,3,3,1,12,4,4,3,2,9,4,4,1,4,2,3,4,3,5,7,2,7,18,3,1,2,6,5,0,2,10,0,1,5,2,6,1,2,3,0,0,0,11,6,13,7,14,5,5,3,0,5,2,2,2,2,2
chr21,6621259,43,2,34,17,23,23,58,34,23,24,26,28,22,19,21,25,22,30,25,23,29,19,35,37,110,10,54,31,28,33,19,13,31,0,0,37,31,25,14,11,17,22,0,0,28,20,54,44,33,32,19,25,0,21,24,15,21,10,14
chr21,6621266,39,3,34,18,18,22,57,30,20,24,26,25,21,19,22,24,24,28,22,18,26,16,31,43,103,12,49,26,28,36,19,12,30,0,1,38,37,25,14,12,18,21,0,0,22,19,53,42,33,30,17,24,0,20,21,14,23,12,12
chr21,279527,39,3,33,18,16,23,59,31,23,24,25,26,21,20,20,25,25,28,22,20,28,16,30,45,105,12,47,29,27,34,17,12,32,0,1,38,35,26,14,13,19,21,0,0,21,18,55,40,31,31,17,25,0,18,22,15,21,13,12
chr21,9415553,37,3,33,19,18,22,60,32,24,25,28,26,22,21,21,25,26,29,21,20,28,16,31,44,100,12,48,29,27,35,16,12,31,0,1,40,33,27,15,13,19,24,0,0,22,19,53,40,32,31,17,29,0,18,22,14,22,14,12
chr21,9415570,9,0,5,2,3,1,18,6,4,4,3,6,7,2,12,7,5,5,6,6,7,8,6,7,22,1,13,4,1,8,1,5,11,0,1,7,4,7,4,2,5,6,0,0,15,7,11,21,15,2,2,9,0,5,2,1,3,1,1
chr21,9415645,25,1,24,20,17,14,39,20,12,14,17,18,14,17,17,15,20,30,22,15,11,13,25,21,46,10,23,13,13,31,15,22,19,1,2,25,21,13,19,16,18,20,1,0,23,20,40,36,39,28,17,16,0,15,14,10,15,11,10
chr21,9415662,26,1,24,20,18,14,37,21,13,14,18,19,13,18,17,16,20,31,22,16,11,14,26,22,48,10,23,12,12,28,15,22,18,1,2,23,19,12,17,15,17,20,1,0,23,20,37,37,39,26,19,16,0,15,13,10,16,9,10
chr21,9415663,26,1,24,20,18,14,37,21,13,15,17,19,13,18,17,16,20,31,22,16,10,14,26,22,48,10,23,12,12,28,15,22,18,1,2,23,19,11,16,15,15,20,1,0,23,19,36,37,39,26,19,16,0,15,13,10,16,9,10
chr21,9415658,18,2,3,8,5,9,19,10,24,12,14,9,7,11,11,9,6,13,11,10,15,9,9,17,30,7,5,3,10,10,7,8,10,1,0,12,7,13,8,7,12,6,0,0,5,6,16,17,10,9,0,4,0,5,5,2,13,0,5
chr21,279582,18,2,4,7,5,8,18,7,21,10,15,9,6,10,12,9,6,10,13,9,13,8,9,15,30,6,7,3,11,10,7,7,10,1,0,12,8,11,8,6,12,6,0,0,5,8,17,18,9,8,0,5,0,5,5,2,15,0,5
chr21,279590,17,2,4,7,5,8,18,7,21,10,15,9,6,10,12,9,6,10,13,8,13,8,9,15,29,6,7,3,11,10,7,7,10,1,0,12,8,11,8,6,12,6,0,0,5,8,17,18,9,8,0,5,0,5,5,2,15,0,5
chr21,279595,17,2,4,7,6,6,19,7,18,8,14,10,6,9,11,8,6,10,12,8,13,7,9,13,24,5,7,3,9,8,7,7,9,1,0,13,8,9,7,6,12,6,0,0,5,9,17,18,9,7,0,5,0,3,5,2,16,1,4
chr21,279611,24,1,23,19,16,13,38,18,11,13,17,18,13,17,16,15,20,30,23,13,11,13,24,22,45,10,24,13,14,32,16,22,19,1,2,25,21,12,18,17,18,19,1,0,25,20,41,34,39,29,17,17,0,18,12,12,15,11,10
chr21,279671,39,5,46,36,35,28,57,42,30,26,34,39,29,32,29,32,33,56,35,28,27,21,37,43,82,21,49,21,27,52,25,35,49,1,2,37,36,34,32,28,33,46,1,0,49,39,63,50,64,40,28,25,0,33,30,18,34,15,19
chr21,279686,28,1,30,26,24,19,38,28,21,16,19,23,15,18,21,17,25,32,24,20,16,17,32,28,61,12,27,11,16,31,12,22,21,1,2,24,21,13,18,16,15,24,1,0,26,21,34,37,41,25,17,19,0,16,15,12,14,10,11
chr21,6621252,13,0,3,27,10,4,21,15,0,2,4,44,0,9,3,4,24,30,4,4,0,8,3,38,22,7,4,4,11,12,3,25,9,0,0,18,12,11,5,4,2,6,0,0,7,4,8,3,7,3,2,15,0,0,2,2,12,0,2
chr21,6621253,9,0,2,4,5,7,8,11,5,3,3,5,5,8,5,6,1,4,2,6,5,8,5,17,22,3,13,10,9,5,6,5,6,0,0,6,6,1,9,2,5,5,0,0,8,3,12,8,6,7,4,2,0,5,3,0,12,1,4
chr21,6621277,9,0,2,4,6,7,8,10,5,3,3,5,5,8,5,6,1,4,2,6,5,8,5,18,22,2,14,10,9,5,6,4,6,0,0,6,6,1,9,2,5,5,0,0,8,3,12,7,6,8,4,2,0,6,4,0,12,1,4
chr21,6621828,9,0,2,4,6,7,9,11,5,3,3,5,5,8,6,7,1,4,2,6,5,8,5,18,23,2,14,10,9,6,6,4,6,0,0,7,6,1,9,3,5,5,0,0,8,3,13,7,6,8,4,2,0,6,4,0,12,1,4
chr21,6621838,9,0,2,4,6,7,9,11,5,3,3,5,5,8,6,7,1,5,2,6,5,8,5,18,23,2,15,10,10,6,6,4,6,0,0,7,6,1,9,3,7,5,0,0,7,3,13,7,6,8,4,2,0,6,4,0,12,1,4
chr21,6621868,9,0,2,4,6,8,8,11,6,3,3,5,5,6,6,7,1,6,3,5,5,8,5,18,27,2,18,12,11,7,7,5,7,0,0,6,8,1,10,3,7,5,0,0,8,2,15,8,7,8,4,2,0,5,4,1,14,1,5
chr21,6621879,19,0,6,7,8,10,13,13,11,3,11,8,9,13,8,6,6,3,9,6,7,8,3,15,27,4,17,9,10,11,8,6,11,0,1,7,17,7,3,4,6,8,0,0,12,12,9,15,7,11,11,5,0,12,8,5,10,9,5
chr21,6621894,22,0,8,7,8,11,19,15,13,7,12,8,10,20,8,6,9,3,10,7,9,8,4,18,31,5,18,11,10,15,10,10,18,0,1,10,21,10,5,7,9,9,0,0,15,17,18,19,10,14,13,10,0,16,8,10,14,10,6
chr21,6621905,16,1,13,12,15,10,30,20,18,16,18,12,10,21,7,8,13,10,17,13,20,8,6,19,40,2,21,16,12,17,11,11,12,0,1,16,15,13,9,12,13,16,0,0,26,11,20,21,21,13,18,5,0,18,12,11,15,9,8
chr21,9415659,16,1,10,11,13,16,27,22,14,8,18,11,9,22,9,10,10,12,18,19,18,9,6,21,41,1,22,17,14,16,8,9,13,0,1,15,16,8,9,8,11,12,0,0,26,10,27,16,15,16,18,8,0,15,12,12,15,10,9
chr21,9415665,17,1,11,11,12,16,26,21,13,8,17,14,10,20,10,11,12,12,16,19,16,9,9,20,40,1,22,18,13,15,7,9,14,0,1,16,14,6,7,7,10,9,0,0,25,10,30,17,17,15,16,8,0,14,12,11,15,10,9
chr21,279463,19,0,6,7,8,10,16,13,11,3,11,8,9,14,8,6,7,3,9,6,8,8,3,15,28,4,17,9,10,12,8,8,12,0,1,9,18,7,3,4,7,8,0,0,12,12,12,16,7,11,12,6,0,13,8,5,12,10,5
chr21,279584,14,1,11,11,16,11,24,22,17,9,19,12,8,19,7,8,13,11,15,12,19,9,7,19,38,2,20,14,14,13,7,9,11,0,1,12,17,8,10,10,11,12,0,0,23,10,21,17,16,16,18,6,0,15,11,11,14,9,9
chr21,279588,17,1,11,11,12,16,26,20,12,8,17,14,10,20,10,11,12,11,16,19,15,9,9,20,40,1,22,18,13,15,7,9,14,0,1,16,14,6,7,8,10,9,0,0,25,10,30,16,17,15,16,8,0,14,12,11,15,10,9
chr21,279681,29,1,22,10,19,15,34,33,12,16,21,21,14,21,17,14,23,20,10,24,20,10,29,30,59,7,21,13,20,17,12,8,32,0,0,18,15,20,20,15,25,23,0,2,20,21,39,23,32,28,7,16,0,18,18,15,25,5,13
chr21,6621244,29,1,21,10,19,15,31,33,12,17,20,19,13,20,16,14,22,20,10,24,20,8,30,30,57,7,21,13,19,18,13,7,29,0,0,16,15,19,17,14,24,23,0,1,20,22,39,23,32,26,7,16,0,17,17,14,25,5,12
chr21,6621249,28,1,22,10,17,15,30,31,12,16,18,18,13,21,15,13,22,20,10,23,20,6,29,27,56,7,21,13,21,17,11,6,26,0,0,16,15,18,18,15,25,22,0,1,21,21,38,20,32,25,7,16,0,17,16,15,25,5,11
chr21,6621261,28,1,21,10,18,15,30,32,11,15,18,17,13,20,14,13,21,20,10,23,17,6,28,28,55,7,21,13,20,16,10,5,24,0,0,16,13,16,19,14,25,23,0,1,21,20,36,20,31,23,7,16,0,17,15,14,23,6,10
chr21,6621698,26,1,20,10,19,15,28,31,10,14,18,17,13,18,13,13,21,20,10,21,18,7,28,26,54,7,21,12,20,18,9,5,26,0,0,15,12,16,18,14,25,23,0,1,21,22,36,20,30,22,6,16,0,15,15,14,22,7,10
chr21,6621788,24,1,20,10,18,17,32,30,10,15,19,16,14,18,12,12,21,20,9,21,17,7,27,26,58,7,21,12,20,22,9,6,23,0,0,16,13,16,19,14,24,23,0,1,20,22,33,18,28,21,6,16,0,15,16,14,22,7,10
chr21,6621812,24,2,21,11,17,17,31,31,11,15,19,16,14,18,13,12,21,20,10,21,17,6,27,26,59,7,21,12,20,21,10,6,22,0,0,15,13,16,19,14,24,23,0,1,20,23,34,18,27,21,6,16,0,15,16,14,22,7,10
chr21,6621813,23,2,21,12,19,17,30,31,11,16,20,17,17,18,13,13,22,20,14,19,19,7,26,26,62,7,24,12,20,22,9,7,24,0,0,14,14,16,17,13,23,24,0,1,21,23,36,18,29,23,6,19,0,14,16,14,22,8,9
chr21,6621910,22,2,24,11,16,16,33,31,10,18,19,18,17,18,13,13,21,18,15,20,17,6,25,26,59,8,24,12,19,21,8,7,22,0,0,13,14,15,16,13,22,23,0,1,22,23,34,18,28,21,7,20,0,13,15,14,22,8,10
chr21,9415644,17,5,29,11,21,26,46,31,25,27,37,29,17,28,20,14,24,23,24,21,28,18,28,39,80,12,30,18,15,25,15,18,28,0,2,23,22,21,20,14,11,23,0,0,33,21,45,32,32,31,9,22,0,17,22,16,22,6,10
chr21,6621312,19,4,30,12,23,25,46,32,25,26,35,29,14,28,19,14,23,26,23,21,29,18,29,39,81,12,31,18,16,24,14,19,25,0,2,23,22,23,25,12,11,25,0,0,34,22,47,36,34,30,10,21,0,17,22,15,21,6,10
chr21,6621833,24,4,28,12,26,26,48,36,30,30,39,33,18,34,20,18,26,30,29,23,33,20,32,48,86,17,35,24,17,29,20,21,28,0,3,27,29,29,27,16,13,27,0,0,38,24,53,39,38,30,10,17,0,21,23,19,28,8,13
chr21,9415657,17,2,27,8,20,23,40,30,16,22,32,24,17,27,17,11,24,18,25,18,22,17,24,32,66,8,28,18,18,23,12,15,25,0,1,19,17,21,19,12,13,25,0,0,26,20,42,26,29,29,5,25,0,13,16,15,23,9,5
chr21,6621313,15,3,26,8,19,24,45,30,19,24,35,25,15,27,18,10,23,21,24,18,23,17,23,34,72,10,28,16,15,24,10,15,25,0,1,21,19,19,20,13,11,23,0,0,27,21,41,26,28,27,6,24,0,15,15,14,20,7,7
chr21,6621348,23,2,21,11,19,17,31,32,11,16,19,17,17,18,13,13,21,20,11,20,18,6,27,26,61,7,22,12,20,22,10,6,24,0,0,14,14,16,18,15,23,24,0,1,21,22,34,17,27,21,6,18,0,14,16,14,22,7,10
chr21,6621354,32,1,25,11,21,18,38,35,13,19,22,24,17,25,20,14,24,24,11,27,20,10,31,32,63,8,24,14,20,20,13,11,35,0,0,20,18,23,22,15,26,27,0,2,21,24,42,25,34,29,9,17,0,22,19,15,27,5,15
chr21,6621361,17,5,29,11,21,25,45,31,25,27,37,29,17,28,20,14,23,23,24,21,28,18,28,39,80,12,30,18,15,25,15,19,27,0,2,23,22,22,20,14,11,23,0,0,33,21,45,32,32,31,9,22,0,17,22,16,22,6,10
chr21,6621362,18,5,30,12,22,24,46,32,24,27,36,29,17,28,20,15,23,25,25,21,30,18,29,38,80,12,31,17,16,25,14,18,27,0,2,23,23,22,22,14,11,25,0,0,34,22,46,34,33,31,9,23,0,17,22,16,22,6,10
chr21,6621382,32,7,33,19,27,19,45,43,34,27,36,30,19,28,22,25,19,32,33,25,30,11,29,51,87,16,30,30,21,33,24,17,26,0,5,26,26,21,23,18,16,26,0,0,43,24,62,35,37,26,9,17,0,25,22,24,32,8,16
chr21,279523,16,0,7,8,8,5,9,3,5,2,7,18,2,11,6,4,3,12,9,12,10,6,7,9,15,2,6,1,6,10,9,11,7,0,0,6,7,5,10,10,2,4,0,0,9,4,15,10,10,9,0,6,0,5,3,4,8,1,4
chr21,6621358,14,0,8,9,4,4,8,4,3,4,7,17,1,9,6,4,3,12,7,12,9,4,6,7,12,2,5,0,7,9,4,10,5,0,0,6,9,4,9,8,4,3,0,0,7,4,12,8,7,7,0,7,0,4,4,3,8,1,3
chr21,6621323,22,2,23,11,16,16,32,31,10,17,19,17,17,18,13,13,21,18,15,20,17,6,25,26,59,8,24,12,19,21,8,7,23,0,0,13,14,15,16,13,22,24,0,1,21,23,34,18,28,21,6,20,0,13,15,14,22,8,10
chr21,6621324,32,3,13,18,7,19,32,29,18,26,19,18,9,15,18,15,15,16,12,14,14,15,18,20,83,10,41,10,7,27,18,5,32,1,0,14,25,24,26,5,14,5,0,0,18,15,39,31,18,12,16,8,0,18,15,14,18,9,3
chr21,9415494,21,1,13,18,6,18,30,11,18,7,7,23,11,14,10,11,15,19,21,8,12,9,14,18,30,3,16,15,11,13,24,10,15,1,0,16,15,13,14,16,16,18,0,1,22,7,39,37,26,25,13,9,0,16,16,8,13,7,14
chr22,15338642,23,1,13,17,6,18,31,13,18,7,7,23,11,17,10,10,17,18,21,11,12,9,16,18,30,3,15,16,10,14,24,10,16,1,0,17,16,14,15,17,17,21,0,1,24,8,40,36,28,26,14,10,0,17,17,9,14,7,14
chr22,15338619,26,1,17,19,6,20,36,19,20,7,9,25,14,17,11,12,19,23,24,15,14,10,16,22,37,5,17,18,14,16,26,11,18,1,0,21,17,14,16,18,18,22,1,1,30,10,46,40,31,28,15,11,0,20,17,11,14,7,15
chr22,15338774,13,2,10,4,10,9,20,25,2,9,10,18,4,9,2,12,17,4,11,6,8,2,7,10,35,3,11,3,8,12,4,12,15,0,2,12,10,9,7,4,7,9,0,0,22,9,28,18,13,10,4,3,0,2,3,2,13,0,9
chr22,15338785,13,2,10,4,8,9,19,23,2,9,8,18,3,9,2,12,16,4,11,6,8,2,7,10,35,3,11,3,7,12,4,12,14,0,2,12,10,9,7,4,7,10,0,0,21,9,28,16,13,9,4,2,0,2,3,2,12,0,9
chr22,15338788,13,2,9,4,9,9,18,24,2,8,7,18,3,8,2,12,15,4,12,6,8,2,7,10,34,3,11,3,7,12,4,12,14,0,2,12,10,9,6,4,7,10,0,0,22,8,27,16,13,9,4,2,0,2,3,2,12,0,8
chr22,21201586,12,2,7,2,6,9,13,24,1,7,5,15,3,7,2,12,13,3,10,6,4,4,5,5,23,3,11,3,6,12,3,12,15,0,2,7,10,10,5,6,8,9,0,0,18,5,25,11,12,9,4,1,0,2,1,2,12,0,10
chr22,21201593,11,2,5,1,6,7,10,22,1,5,3,13,4,4,1,12,9,1,6,2,2,4,3,3,15,2,8,3,5,9,1,12,14,0,2,5,9,10,5,6,8,8,0,0,14,2,23,8,7,9,5,1,0,2,1,2,10,0,10
chr22,21201594,10,0,1,2,5,3,13,10,4,6,6,6,6,9,4,3,0,6,9,6,8,7,7,5,18,1,6,4,3,8,2,9,17,0,1,8,9,9,6,7,4,5,0,0,16,3,20,12,11,10,3,5,0,5,5,2,15,0,7
chr22,21201598,9,0,2,2,5,3,12,8,4,5,6,4,6,9,4,2,2,6,9,7,9,7,7,6,20,1,4,4,3,7,2,10,17,0,1,8,9,9,7,6,3,6,0,0,16,4,22,13,12,10,3,5,0,4,5,2,14,0,5
chr22,21201607,9,0,3,2,5,4,12,10,4,6,6,4,6,11,4,1,3,6,9,8,10,7,7,7,22,2,4,4,3,7,3,10,17,0,1,8,9,10,7,6,3,6,0,0,16,4,23,13,14,10,3,6,0,4,5,2,14,0,5
chr22,21201774,9,0,3,3,5,4,12,10,4,6,6,4,6,11,5,1,3,6,9,8,10,7,7,7,24,2,4,4,3,7,3,10,17,0,1,8,9,10,7,6,3,6,0,0,16,4,23,13,15,10,3,6,0,4,5,2,14,0,5
chr22,15338786,9,0,3,3,5,4,12,10,4,6,6,4,6,11,5,1,3,6,9,8,10,7,7,7,24,2,4,4,3,7,4,9,18,0,1,8,9,10,7,6,3,6,0,0,15,4,24,13,15,10,3,6,0,4,5,2,14,0,5
chr22,15338787,11,1,12,13,14,19,32,12,14,4,8,32,3,6,7,9,17,10,15,5,7,7,12,16,39,4,11,12,4,13,10,9,17,0,0,19,15,7,4,9,4,10,1,0,14,6,29,22,10,14,2,6,0,6,6,8,10,4,8
chr22,15338816,11,1,11,12,14,19,32,12,14,4,8,31,3,6,7,9,16,10,15,5,7,7,12,15,38,4,11,12,4,13,10,9,17,0,0,19,15,7,4,9,4,10,1,0,14,6,29,23,10,14,2,5,0,6,6,8,10,4,8
chr22,15338695,26,1,16,18,6,18,36,18,22,7,7,24,14,17,10,12,20,23,25,15,14,10,17,21,35,5,17,18,12,16,26,10,16,1,0,21,17,14,16,17,19,22,1,1,29,11,45,40,31,28,15,11,0,20,17,12,14,7,15
chr3,22860168,10,1,10,12,11,17,30,5,10,5,7,27,3,7,6,6,14,8,14,3,6,6,7,13,26,3,9,11,4,10,9,8,14,0,0,18,14,7,4,8,3,8,0,0,13,5,24,19,8,12,2,6,0,5,5,7,8,5,8
chr3,22860209,10,1,10,11,11,17,30,5,10,5,6,27,2,6,6,6,13,8,14,3,6,6,7,13,26,3,9,11,4,10,9,7,14,0,0,18,14,7,4,8,3,8,0,0,13,5,24,19,8,11,2,6,0,5,5,7,8,5,8
